# file:		F_SBB_00001_18800101_009_001_0_003
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1880-01-01/27646518/
# tel url:	http://www.theeuropeanlibrary.org/tel4/newspapers/issue/3000097231562?page=3
Sache O
, O
so O
doch O
zunächst O
den O
Namen O
zu O
haben O
—> O
die O
Gährung O
ist O
so O
groß O
, O
daß O
man O
wohl O
mit O
Spannung O
dem O
Endresultat O
entgegensehen O
kann O
, O
von O
welchem O
man O
sich O
allerdings O
zur O
Zeit O
noch O
keine O
rechte O
Vorstellung O
machen O
kann O
. O
Jedenfalls O
treibt O
der O
Gährungsprozeß O
schon O
jetzt O
mitunter O
höchst O
seltsame O
Blasen O
, O
welche O
, O
wenn O
sie O
auch O
eben O
wie O
Blasen O
zum O
Zerplatzen O
bestimmt O
sind O
, O
doch O
auch O
über O
die O
Elemente O
, O
welche O
in O
diesem O
großen O
Gährungsprozeß O
miteinander O
ringen O
, O
einigen O
Aufschluß O
geben O
. O
Oder O
— O
um O
ohne O
Bild O
zu O
reden O
— O
, O
es O
kommen O
in O
dem O
Bestreben O
, O
die O
große O
liberale O
Partei O
zu O
schaffen O
, O
zu O
der O
ja O
Alle O
, O
die O
sich O
liberal O
fühlen O
oder O
nennen O
, O
aufgerufen O
werden O
, O
um O
an O
dem O
großen O
Werk O
mitzuwirken O
, O
die O
wunderlichsten O
individuellen O
Auffassungen O
zu O
Tage O
, O
und O
lasten O
dieselben O
die O
Verbesserungsabsichten O
der O
neuesten O
Spielart O
deutscher O
Volkstribunen O
als O
ganz O
absonderlich O
erkennen O
. O
Da O
die O
„ O
Weser-Ztg O
. O
" O
um O
die O
Partei-Neubildung O
sich O
am O
lebhaftesten O
bemüht O
, O
müssen O
ihre O
Aeußerungen O
für O
die O
Diagnose O
von O
ganz O
besonderem O
Interesse O
sein O
, O
und O
wir O
können O
daher O
nicht O
umhin O
, O
unseren O
Lesern O
heute O
ein O
Pröbchen O
von O
dem O
Geiste O
zu O
geben O
, O
in O
welchem O
dieses O
Blatt O
für O
die O
Zukunft O
des O
Liberalismus O
zu O
wirken O
bestrebt O
ist O
. O
Die O
„ O
Weser-Ztg O
. O
" O
sagt O
: O
Die O
Tzesorganisation O
der O
Partei O
, O
ihre O
durch O
mangelhafte O
Führerschaft O
eingesessene O
Unfähigkeit O
zu O
der O
Rolle O
, O
die O
die O
Lage O
des O
Vaterlandes O
ihr O
überwies O
, O
hat O
sich O
je O
länger O
, O
desto O
mehr O
auch O
darin O
gezeigt O
, O
daß O
ihre O
politischen O
Talente O
die O
nothwendig O
zu O
verrichtende O
Arbeit O
gar O
nicht O
mehr O
gehörig O
unter O
sich O
vertheilten O
. O
sondern O
es O
dem O
Zufalle O
überließen O
, O
ob O
sich O
für O
sehe O
Aufgabe O
ein O
Liebhaber O
fand O
. O
Wie O
man O
aber O
in O
der O
Regierung O
die O
Ministerien O
unter O
sich O
vertheilt O
, O
so O
muß O
das O
doch O
hinsichtlich O
der O
großen O
anstehenden O
Geschäfte O
auch O
eine O
von O
vernünftigem O
Regierungsehrgetze O
erfüllte O
große O
Partei O
. O
Wer O
hat O
denn O
nun O
aber O
beispielsweise O
, O
seit O
Herr O
von B-PER
Stauffenberg I-PER
durch O
lange O
Krankheit O
abgehalten O
war O
, O
sich O
näher O
um O
die O
Lage O
in O
Elsaß-Lothringen B-LOC
gekümmert O
? O
Wer O
ist O
in O
Metz B-LOC
und O
Straßburg B-LOC
gewesen O
, O
um O
den O
Beschwerden O
über O
Herrn O
v B-PER
. I-PER
Manteuffels I-PER
Statthalterei O
auf O
den O
Grund O
zu O
gehen O
? O
Wer O
wird O
darüber O
wohlinformirt O
im O
nächsten O
Reichstage O
interpelltren O
? O
Vom O
rechten O
Flügel O
, O
muß O
man O
sehr O
fürchten O
, O
Niemand O
! O
Es O
war O
überhaupt O
eine O
für O
gewöhnliche O
Fälle O
recht O
latente O
Ueberlegenheit O
, O
der O
er O
seinen O
Anspruch O
auf O
die O
höbe« O
Leitung O
der O
Gesammtheit O
zu O
danken O
sich O
begnügte O
. O
' O
Man O
traut O
seinen O
Augen O
kaum O
, O
wenn O
man O
in O
einem O
Blatte O
, O
welches O
bisher O
als O
ein O
Organ O
der O
nationalliberalen O
Partei O
angesehen O
meinschast O
mit O
ihm O
von O
heute O
an O
aufzugeben O
. O
Er O
fühlte O
sich O
glücklicher O
in O
guter O
Gesellschaft O
. O
» O
Ach O
, O
wenn O
meine O
Frau O
wüßte O
, O
wie O
ich O
sie O
betrog O
! O
' O
seufzte O
er O
. O
, O
O O
, O
könnte O
ich O
es O
ändern O
, O
anders O
, O
besser O
machen O
! O
' O
Er O
trat O
durch O
die O
offenstehende O
Thüre O
auf O
die O
Terasse O
vor O
dem O
Hause O
und O
blickte O
mit O
feuchtem O
Auge O
in O
die O
herrliche O
Mondnacht O
hinein O
. O
Heilige O
Stille O
herrschte O
ringsumher O
und O
nur O
aus O
dem O
Innern O
des O
Hauses O
tönte O
summend O
das O
Stimmengewirre O
der O
fröhlichen O
Gäste O
, O
seiner O
Gäste O
, O
die O
alle O
keine O
Ahnung O
hatten O
, O
wie O
trübe O
es O
dem O
Bräutigam O
zu O
Muthe O
sei O
. O
Die O
frische O
Bergluft O
kühlte O
seine O
brennende O
Stirne O
und O
verscheuchte O
nach O
und O
nach O
wieder O
die O
wüsten O
Gedanken O
, O
die O
von O
Zeit O
zu O
Zeit O
in O
seinem O
Gehirne O
aufstiegen O
. O
Er O
fühlte O
sich O
namenlos O
traurig O
und O
doch O
auch O
wieder O
so O
glücklich O
. O
Der O
Polizeirathe O
welcher O
eben O
einen O
Rundgang O
im O
Saale O
machte O
, O
kam O
inzwischen O
abermals O
in O
Aumeier B-PER
' O
« O
Nähe O
. O
Als O
er O
ihn O
so O
eifrig O
über O
seinen O
Fleischresten O
fand O
, O
konnte O
er O
nicht O
umhin O
, O
ihm O
über O
den O
Tisch O
hinweg O
zuzurufen O
r O
» O
Nun O
, O
Herr O
Ingenieur O
, O
haben O
Sie O
sich O
noch O
nicht O
satt O
gegessen O
, O
damit O
Sie O
mir O
Ihre O
Lebensgeschichte O
erzählen O
können O
? O
' O
Der O
Angeredete O
schob O
eiligst O
einen O
großen O
Brocken O
in O
den O
Mund O
und O
daran O
kauend O
, O
sagte O
er O
; O
. O
Machen O
Sie O
den O
Anfang O
, O
Herr O
Polizeirath O
. O
Ich O
muß O
noch O
ein O
wenig O
von O
dieser O
Torte O
naschen O
. O
' O
Damit O
schob O
er O
seinen O
Fleischteller O
zur O
Seite O
und O
machte O
sich O
über O
die O
Süßigkeit O
her O
. O
» O
Naschen O
Sie O
immerhin O
' O
, O
entgegnete O
Mundheim B-PER
. O
» O
Aber O
damit O
Sie O
mir O
nicht O
wieder O
entwischen O
, O
setze O
ich O
mich O
zu O
Ihnen O
. O
' O
Und O
er O
setzte O
sich O
neben O
ihn O
. O
Aumeier B-PER
würgte O
an O
seiner O
Torte O
, O
als O
müßte O
er O
ersticken O
. O
» O
Jetzt O
geht O
' O
« O
an O
die O
Exekution O
' O
, O
dachte O
er O
bei O
sich O
. O
Seine O
Aufforderung O
an O
den O
Rath O
war O
nur O
geschehen O
, O
um O
überhaupt O
etwas O
zu O
erwidern O
, O
er O
dachte O
nicht O
im O
entferntesten O
daran O
, O
daß O
dieser O
wirklich O
Ernst O
machen O
könnte O
. O
Um O
so O
erstaunter O
war O
er O
jetzt O
, O
als O
Mundheim B-PER
wirklich O
zu O
erzählen O
begann O
. O
» O
Meine O
Lebensgeschichte O
wäre O
zu O
langweilig O
' O
, O
hub O
er O
an O
; O
» O
ich O
kann O
höchstens O
ein O
Fragment O
aus O
zu O
werden O
Anspruch O
uß O
findet O
, O
welcher O
q O
; O
alle O
Grenzen O
, O
wel O
den O
öffentlichen O
einen O
Herzens O
« O
lt O
seiner O
Leidenschaftlichen O
' O
verfassungsmäßig O
bis- O
aa O
Jj O
lt O
0t O
| O
tecn O
waren O
, O
und O
die O
BÄ« O
, O
»trolle O
der O
Be» O
DM O
stattet O
. O
sn O
T.<al.»fl O
.... O
tsflchwtnpanz O
bet O
un« O
, O
sondern O
die O
Volksvertretung O
, O
»ß O
seine O
Kommissarien O
schickte O
, O
um O
den O
— O
nach O
der O
da- O
- O
, O
denn O
wir O
sprechen O
" O
aber O
in O
dem O
zu O
, O
Hai O
auffordert O
, O
«altuna O
nicht O
blo» O
üben O
, O
sondern O
sich O
Machtvollkommenheit O
zu O
etabliren O
. O
Mr O
haben O
zwar O
— O
in O
Frankreich B-LOC
— O
resp O
. O
der O
Sichers O
in» O
Land O
und O
zu O
der O
öffentlichen O
Geist O
zu O
maligen O
Methode O
n O
, O
ja O
von O
der O
Schrecke O
»»z O
eit O
; O
Deutschland B-LOC
von O
18801 O
Und O
wenn O
man O
fetalst O
, O
daß O
der O
Gedankt O
ur O
Bildung O
einer O
gW«n O
liberalen O
Partei O
. O
hauptsächlich O
in O
dem O
Mbvergnügen O
wurzelt O
, O
daß O
der O
liberalen O
Partei O
bisher O
das O
— O
Regieren O
versagt O
worden O
sei O
! O
Man O
hat O
uns O
sehr O
«darüber O
gescholten O
, O
daß O
wir O
die O
Tendenzen O
der O
Fortschrittspartei O
als O
mit O
dem O
Wesen O
des O
Königthums O
für O
unvereinbar O
erklärt O
haben O
; O
wollen O
denn O
die O
Zukunftsliberalen O
von O
vornherein O
sich O
in O
die O
Lage O
bringen O
, O
sich O
selber O
das O
Regieren O
unmöglich O
zu O
machen O
, O
falls O
sie O
einmal O
in O
die O
Lage O
kämen O
, O
die O
Regierung O
an O
sich O
zu O
bringen O
? O
Oder O
glauben O
sie O
, O
dich O
ihnen O
das O
Regieren O
möglich O
sein O
würde O
, O
wenn O
die O
Landes- O
resp O
. O
Volksvertretung O
ihre O
kommissäre O
in O
die O
Provinzen O
schickte O
, O
um O
Beschwerden O
über O
die O
Regierung O
entgegen O
zu O
nehmen O
, O
d O
. O
h O
. O
zu O
solchen O
Beschwerden O
anzureizen O
? O
Mr O
haben O
uns O
Einfluß O
gesprochen O
, O
gelnde O
Opposition» O
; O
Leben O
ausübt O
; O
unsere O
wie O
es O
scheint O
, O
diese O
tution O
machen O
, O
und O
gl O
daß O
sie O
bei O
vollständig O
terungS O
autorität O
dem O
würden O
dienen O
können O
? O
Ein O
merkwürdiges O
Selbstvertrauen O
; O
aber O
Vertrauen O
erwecknd O
ist O
es O
eben O
nicht O
. O
über O
den O
unheilvollen O
' O
m O
unsere O
ewign O
ör- O
auf O
das O
öffentliche O
nftsliberalen O
wollen O
, O
gelei O
zu O
einer O
Jnstt- O
rn O
nichtsdestoweniger O
, O
Deplazirung O
der O
Re- O
öffentlichen O
Interesse O
Verschiedene O
Blätter O
sprechen O
ihre O
Verwunderung O
über O
die O
kürzlich O
veröffentlichten O
Allerhöchsten O
Ordres O
aus O
, O
durch O
welche O
der O
Minister O
Hofmann B-PER
aus O
seinen O
früheren O
Aemtern O
entlassen O
worden O
ist O
, O
und O
beweisen O
dadurch O
, O
wie O
unbekannt O
man O
mit O
den O
wirklichen O
Verhältnissen O
des O
Reichs- O
und O
Staatsdienstes O
in O
den O
Kreisen O
selbst O
der O
angesehensten O
Publizistik O
ist O
. O
Wer O
über O
die O
in O
Frage O
kommenden O
Vorgänge O
überrascht O
sein O
sollte O
, O
der O
konnte O
es O
vielleicht O
vor O
drei O
Wochen O
darüber O
sein O
, O
daß O
der O
Staatssekretär O
des O
Innern O
und O
preußische O
Handelsminister O
, O
ohne O
von O
seinen O
umfänglichen O
Geschäften O
zurückzutreten O
, O
zu O
einem O
Amte O
ernannt O
wurde O
, O
welches O
seinen O
Sitz O
nothwendig O
in O
der O
Stadt O
Straßburg B-LOC
hat O
. O
Wer O
jetzt O
aber O
über O
die O
Enthebung O
des O
Staatsministers O
Hofmann B-PER
von O
seinen O
Berliner O
Aemtern O
überrascht O
ist O
, O
der O
muß O
geglaubt O
haben O
, O
daß O
das O
Reichsamt B-ORG
des I-ORG
Innern I-ORG
und O
der O
Vorsitz O
im O
Bundesrath O
sich O
von O
Straßburg B-LOC
aus O
oder O
das O
Straßburger O
Staatsministerium O
sich O
von O
Berlin B-LOC
aus O
versehen O
lasse O
. O
Jeder O
, O
der O
auch O
nur O
oberflächlich O
mit O
den O
Aufgaben O
beider O
Stellen O
vertraut O
ist O
, O
mußte O
seit O
drei O
Wochen O
darauf O
gefaßt O
sein O
, O
daß O
der O
Staatsminister O
Hofmann B-PER
sich O
die O
Uebernahme O
seines O
neuen O
Amtes O
durch O
Aufgeben O
seines O
älteren O
möglich O
machen O
werde O
. O
Ueber- O
derselben O
zum O
Besten O
geben O
, O
z O
. O
B O
. O
wie O
ich O
mir O
meinen O
Rathstitel O
holte O
. O
Als O
ich O
nämlich O
noch O
Assessor O
war O
, O
wurde O
ich O
eines O
Tages O
mit O
einer O
sehr O
delikaten O
Mission O
betraut O
. O
Im O
Schlosse O
zu O
Schellenburg B-LOC
—' O
Aumeier B-PER
ließ O
vor O
Schrecken O
über O
Erwähnung O
dieser O
Affaire O
Messer O
und O
Gabel O
mit O
ungeheurem O
Klirren O
auf O
den O
Teller O
fallen O
. O
» O
Der O
Herr O
Ingenieur O
scheinen O
endlich O
abgespeist O
zu O
haben O
? O
' O
fragte O
Mundheim B-PER
. O
. O
Jetzt O
bitte O
ich O
aber O
. O
mich O
nicht O
mehr O
zu O
unterbrechen O
. O
— O
Im O
Schlosse O
zu O
Schellenburg B-LOC
sollte O
die O
Vermählung O
der O
jungen O
Baronesse O
mit O
einem O
gewissen O
Baron O
Nester B-PER
, O
einem O
fremden O
Adeligen O
, O
der> O
in O
Siebenbürgen B-LOC
großartige O
Güter O
zu O
besitzen O
angab O
, O
gefeiert O
werden O
. O
Sein O
Administrator O
wurde O
von O
ihm O
nach O
Schellenburg B-LOC
berufen O
und O
er O
kam O
mit O
Plänen O
und O
Katastern O
und O
allem O
möglichen O
Schnick-Schnack O
herbei O
. O
Dieser O
Administrator O
mit O
einem O
wahrhaften O
Spitzbubengesicht O
und O
einer O
unverschämt O
geläufigen O
Zunge O
ist O
mir O
noch O
im O
besten O
Andenken O
. O
Ich O
sehe O
ihn O
noch O
vor O
mir O
—' O
Unwillkürlich O
blickte O
Aumeier B-PER
zu O
seinem O
Nachbar O
auf O
, O
und O
ihre O
Blicke O
begegneten O
sich O
. O
Jetzt O
plötzlich O
wußte O
der O
Rath O
, O
woher O
dieser O
ihm O
so O
bekannt O
schien O
. O
Der O
Ingenieur O
sah O
jenem O
Administrator O
aufs O
Haar O
ähnlich O
. O
Das O
war O
wirklich O
sonderbar O
! O
Aumeier B-PER
meinte O
, O
es O
müsse O
ihn O
jeden O
Augenblick O
der O
Schlag O
treffen O
. O
Krampfhaft O
faßte O
ihm O
die O
Angst O
die O
Brust O
zusammen O
, O
er O
fühlte O
selbst O
, O
wie O
blaß O
er O
wurde O
. O
Aber O
der O
Polizeirath O
achtete O
glücklicher O
Weise O
nicht O
darauf O
. O
Er O
war O
heute O
in O
zu O
guter O
Laune O
; O
um O
an O
ernste O
Dinge O
zu O
denken O
, O
und O
selbst O
die O
auffallende O
Aehnlichkeit O
seines O
Zuhörers O
mit O
jenem O
Schwindler O
berührte O
ihn O
nicht O
weiter O
. O
Er O
fuhr O
deshalb O
in O
seiner O
Erzählung O
fort O
: O
. O
Der O
fremde O
Kavalier O
hatte O
wegen O
seiner O
Verschwendungssucht O
und O
seiner O
Schulden O
längst O
die O
Aufmerksamkeit O
der O
Polizei O
erregt O
; O
es O
war O
ihm O
aber O
nicht O
beizukommen O
. O
Ich O
glaubte O
jedoch O
in O
ihm O
die O
Identität O
mit O
einem O
großartigen O
und O
sehr O
gefährlichen O
Schwindler O
,« O
finden O
. O
Einen O
gleichen O
vermuthete O
ich O
in O
dem O
Administrator O
, O
dem O
älterm O
raschend O
hätte O
höchstens O
gefunden O
werden O
können O
, O
daß O
dies O
nicht O
gleichzeitig O
geschah O
. O
Dergleichen O
Zufälligkeiten O
werden O
aber O
immer O
vorkommen O
, O
wo O
drei O
Behörden O
, O
von O
denen O
zwei O
mit O
der O
dritten O
in O
keiner O
Verbindung O
stehen O
, O
nämlich O
der O
Reichskanzler B-PER
, O
das O
preußische B-ORG
Staats-Ministerium B-ORG
und O
die O
Statthalterschaft O
von O
Elsaß-Lothringen B-LOC
, O
zu O
einem O
und O
demselben O
Akte O
zu O
konkurriren O
haben O
. O
Die O
Statthalterschaft O
ist O
in O
der O
Publizirung O
ihres O
Antheils O
an O
demselben O
ebm O
schneller O
gewesen O
als O
die O
beiden O
anderen O
Behörden O
. O
Was O
demnächst O
die O
Form O
der O
Entlassung O
des O
Staattministers O
Hofmann B-PER
betrifft O
, O
so O
ist O
sie O
die- O
» O
welche O
er O
selbst O
aus O
, O
wie O
wir O
glauben O
, O
sach- O
und O
triftigen O
Gründen O
gewünscht O
hat O
. O
Wir O
sehen O
auch O
in O
ihr O
nichts O
Ueberraschendes O
, O
ebenso O
wenig O
wie O
in O
der O
ganzen O
Thatsache O
, O
daß O
ein O
Minister O
aus O
einer O
ministeriellen O
Stellung O
in O
eine O
andere O
, O
ohne O
sein O
Zuthun O
vakant O
gewordene O
, O
übergeht O
. O
Die O
! O
gegentheilige O
Behauptung O
entspringt O
wohl O
nur O
dem O
sommerlichen O
Sensationsbedürfniß O
der O
Blätter O
, O
«nm O
es O
an O
Stoff O
fehlt O
. O
Die O
Nr O
. O
3S O
des O
Eenttalblattes O
für O
das O
Deutsche O
Reich O
bringt O
eine O
unter O
dem O
13 O
. O
August O
erlassene O
„ O
Telegraphenordnung O
für O
das O
Deutsche O
Reich O
" O
zum O
Abdruck O
, O
welche O
vom O
1 O
. O
Oktober O
ab O
in O
Kraft O
treten O
wird O
. O
Dieselbe O
stellt O
die O
für O
den O
Telegraphenverkehr O
innerhalb O
Deutschlands B-LOC
bisher O
gültig O
gewesenen O
Bestimmungen O
( O
Telegr O
. O
Ordn O
. O
vom O
21 O
. O
Juni O
1872 O
mit O
den O
1876 O
und O
1877 O
ergangenen O
Abänderungen O
) O
unter O
Berücksichtigung O
der O
aus O
den O
Beschlüssen O
der O
internationalen O
Telegraphen-Konferenz O
zu O
London B-LOC
im O
Jahre O
1879 O
sich O
ergebenden O
Ergänzungen O
in O
redaktioneller O
Neubearbeitung O
zusammen O
. O
Bezüglich O
der O
eintretenden O
Neuerungen O
ist O
hauptsächlich O
auf O
folgende O
Punkte O
aufmerksam O
zu O
machen O
. O
1 O
. O
Es O
ist O
dem O
Absender O
gestattet O
, O
im O
Falle O
derselbe O
ein O
Telegramm O
dem O
Empfänger O
offen O
zustellen O
zu O
lassen O
wünscht O
, O
dieses O
Verlangen O
durch O
den O
nur O
für O
ein O
Wort O
taxpflichtigen O
Zusatz O
L O
. O
0 O
. O
auszudrücken O
. O
2 O
. O
Die O
taxpflichtige O
Vergleichung O
der O
in O
Chiffern O
rc O
. O
abgefaßten O
Privattelegramme O
ist O
künftig O
nicht O
mehr O
obligatorisch O
. O
3 O
. O
Für O
Telegramme O
, O
welche O
über O
den O
Ortsbestellbezirk O
hinaus O
mittels O
der O
Post O
weiterbefördert O
werden O
sollen O
, O
sowie O
für O
post- O
und O
bahnlagernde O
Telegramme O
werden O
keine O
Postgebühren O
mehr O
erhoben O
. O
4 O
. O
Die O
vor O
einiger O
Zeit O
versuchsweise O
angeordnete O
Einrichtung O
, O
nach O
welcher O
der O
Aufgeber O
die O
Kosten O
für O
die O
Zustellung O
von O
Telegrammen O
an O
Empfänger O
außerhalb O
des O
Ortsbestellbezirkes O
der O
Bestimmungs-Telegraphenanstalt O
mittels O
besonderer O
Boten O
durch O
Entrichtung O
einer O
festen O
Gebühr O
von O
80 O
Pf O
. O
für O
jedes O
Telegramm O
vorausbezahlen O
kann O
, O
ist O
dauernd O
eingeführt O
. O
5 O
. O
Die O
Stundung O
der O
Telegrammgebühren O
ist O
allgemein O
zugelassen O
. O
6 O
. O
Die O
Gebühr O
für O
Weiterbeförderung O
von O
Telegrammen O
über O
das O
Meer O
hinaus O
vermtttelst O
der O
Post O
ist O
bezüglich O
der O
nach O
Ländern O
des O
Welt-Postvereins O
gerichteten O
Telegramme O
von O
80 O
auf O
40 O
Pfennig O
herabgesetzt O
worden O
. O
Einem O
Briefe O
unseres O
Stuttgarter O
X O
Korrespondenten O
vom O
29 O
. O
August O
entnehmen O
wir O
Folgendes O
: O
Die O
überaus O
herzlichen O
Begrüßungen O
, O
die O
dem O
deutschen O
Kronprinzen O
auf O
seiner O
Inspektionsreise O
durch O
Württemberg B-LOC
trotz O
der O
Vermeidung O
eines O
offiziellen O
Empfanges O
überall O
zu O
Theil O
geworden O
, O
liefern O
gewiß O
das O
schönste O
Zeugniß O
für O
die O
sympathischen O
Gefühle O
, O
welche O
unser O
Volk O
dem O
künftigen O
Deutschen O
Kaiser O
entgegenbringt O
. O
Die O
Kundgebungen O
trugen O
in O
den O
Städten O
, O
wie O
auf O
dem O
Lande O
einen O
ebenso O
herzlichen O
wie O
enthusiastischen O
Charakter O
. O
Stundenweit O
kamen O
die O
Leute O
gelaufen O
, O
um O
des O
Reiches O
Erbe O
zu O
sehen O
und O
ihm O
entgegen O
zu O
eilen O
. O
Der O
deutsche O
Kronprinz O
erobert O
durch O
sein O
freundliches O
, O
leutseliges O
Wesen O
die O
Herzen O
im O
Sturm O
, O
ihm O
ist O
Hoch O
und O
Helfershelfer O
, O
wo O
nicht O
dem O
Hauptschwindler O
, O
einem O
gewissen O
Frischauf B-PER
. O
Rechtzeitig O
erhielt O
ich O
Nachricht O
von O
der O
beabsichtigten O
Hochzeit O
, O
und O
um O
nichts O
zu O
versäumen O
, O
reiste O
ich O
noch O
in O
der O
Nacht O
vorher O
nach O
dem O
Schlosse O
. O
Mit O
dem O
Baron O
bekannt O
, O
ward O
ich O
sofort O
, O
ohne O
meines O
Amtes O
Erwähnung O
zu O
thun O
, O
den O
anwesenden O
Gästen O
vorgestellt O
, O
die O
zur O
Vorfeier O
, O
respektive O
dem O
Polterabend O
, O
eingetroffen O
waren O
, O
und O
ich O
hatte O
mir O
sofort O
in O
dem O
Administrator O
mein O
Opfer O
erwählt O
. O
' O
Aumeier B-PER
seufzte O
tief O
auf O
. O
. O
Nachdem O
sich O
nämlich O
' O
die O
Damen O
zurückgezogen O
' O
, O
fuhr O
der O
Rath O
fort O
, O
» O
kneipten O
wir O
noch O
gemüthlich O
in O
die O
Nacht O
hinein O
und O
erzählten O
uns O
auch O
Geschichten O
. O
Als O
an O
mich O
die O
Reihe O
kam O
, O
erzählte O
ich O
die O
Geschichte O
, O
welche O
mich O
soeben O
nach O
dem O
Schlosse O
geführt O
, O
gerade O
so O
, O
als O
hätte O
ich O
sie O
schon O
vor O
längerer O
Zeit O
erlebt O
, O
nämlich O
vom O
Schwindlerbräutigam O
und O
seinem O
Spießgesellen O
, O
dem O
Administrator O
. O
Der O
anwesende O
Administrator O
kam O
in O
sichtliche O
Verlegenheite O
was O
mir O
sofort O
auffiel O
, O
und O
ich O
steuerte O
fttsch O
auf O
mein O
Ziel O
los O
. O
Und O
wie O
glauben O
Sie O
, O
daß O
ich O
die O
Vögel O
fing O
? O
Ich O
faßte O
den O
neben O
mir O
sitzenden O
Administrator O
fest O
in's O
Auge O
und O
rief O
mit O
grabesdumpfer O
Stimme O
r O
Frischauf O
, O
Du O
bist O
entlarvt O
! O
Nieder O
auf O
die O
Kniee O
, O
Verworfener O
! O
und O
eh' O
ich O
mir's O
versah O
, O
lag O
der O
Schwindler O
jammernd O
zu O
meinen O
Füßen O
. O
' O
Der O
Polizeirath O
hatte O
im O
Eifer O
bei O
den O
letzten O
Worten O
seine O
Hand O
gegen O
Aumeier B-PER
ausgestreckt O
und O
diesem O
feiam O
Befehl O
direkt O
zugerufen O
. O
Derselbe O
glaubte O
nicht O
anders O
, O
als O
der O
Rath O
wolle O
ihn O
auch O
dieses O
Mal O
auf O
solche O
Art O
entlarven O
, O
und O
eine O
Art O
Schwindel O
erfaßte O
den O
Geängstigten O
. O
Er O
glitt O
vom O
Stuhle O
nieder O
und O
saß O
plötzlich O
bleich O
und O
zitternd O
und O
entsetzt O
vor O
Mundheim B-PER
auf O
dem O
Boden O
. O
Alle O
Anwesenden O
liefen O
sofort O
herbei O
. O
. O
Was O
ist' O
» O
? O
Was O
ist O
dem O
Jugentmr O
? O
' O
frug O
Alles O
durcheinander O
. O
. O
Ihm O
ist O
unwohl O
! O
' O
riefen O
Mehrere O
. O
' O
. O
Schnell O
Wasser O
! O
Wasser O
! O
' O
schrie O
Ottilie B-PER
entsetzt O
. O
. O
Hier O
mein O
Riechfläschchen O
! O
' O
rief O
die O
Ftlkalln O
, O
dasselbe O
hinreichend O
. O
Niedttg O
, O
Arm O
und O
Reich O
zugtthan O
. O
Der O
Empfang O
, O
der O
Sr O
. O
kaiserl O
. O
und O
königl O
. O
Hoheit O
in O
der O
Hauptstadt O
zu O
Theil O
wurde O
, O
war O
ein O
geradezu O
großartiger O
zu O
nennen O
. O
In O
dichtgedrängten O
Massen O
stand O
die O
Menge O
vom O
Bahnhof O
bis O
zum O
Schloß O
, O
und O
die O
Hurrah O
wollten O
kein O
Ende O
nehmen O
. O
Während O
der O
ganzen O
Zeit O
des O
Aufenthaltes O
des O
Kronprinzen O
in O
Stuttgatt B-LOC
harrten O
die O
Leute O
aus O
vor O
dem O
Schloßpottal O
. O
um O
ihn O
zu O
sehen O
und O
begrüßen O
zu O
können O
. O
Dm O
Äipfelpuatt O
erreichten O
die O
Kundgebungen O
am O
Abend O
des O
2b O
. O
August O
, O
als O
vor O
dem O
Palais O
des O
General O
v B-PER
. I-PER
Schachtmayer I-PER
, O
wo O
der O
Prinz O
dinirt O
hatte O
und O
später O
einem O
Gartenfeste O
beiwohnte O
, O
durch O
die O
Mustttapellen O
der O
hiesigen O
Garnison O
der O
Zapfenstreich O
ausgeführt O
wurde O
. O
Sowie O
sich O
nur O
Se O
. O
kaiserl O
. O
und O
königl O
. O
Hoheit O
am O
Fenster O
zeigte O
, O
scholl O
tausendstimmiges O
Hurrah O
zu O
ihm O
empor O
. O
Dem O
neuesten O
, O
für O
Monat O
Juli O
d O
. O
I O
. O
erschienenen O
Heft O
der O
Statistik O
des O
Deutschen O
Reichs O
entnehmen O
wir O
in O
Bezug O
auf O
den O
Waarenverkehr O
des O
deutschen O
Zollgebiets O
folgende O
Daten O
: O
Vom O
1 O
. O
Januar O
bis O
Ende O
Juli O
d O
. O
I O
. O
betrug O
die O
Einfuhr O
Ausfuhr O
von O
in O
Doppelzentnern O
Roheisen O
, O
Bmcheisen O
, O
Luppeneisen O
, O
Rohschtmmu O
. O
Jnpot» O
1,198,396 O
2,103,619 O
Materialeisen O
, O
ganz O
groben O
und O
groben O
Eisenwaaren O
. . O
242,746 O
3,858,602 O
feinen O
Eisenwaaren O
. . . . O
3,401 O
33,025 O
Maschinen O
140,205 O
317,938 O
Von O
den O
Gewichtsmengen O
der O
in O
den O
Gruppen O
1 O
. O
und O
11 O
. O
zusammengefaßten O
Waaren O
treffen O
in O
der O
Ausfuhr O
speziell O
auf O
Roheisen O
1,252,328 O
, O
Brucheisen O
625,086 O
, O
Luppeneisen O
, O
Rohschtmen O
, O
Jnpot» O
226,205 O
, O
schmiedbares O
Eisen O
in O
Stäben O
821,537 O
, O
Eisenbahnschienen O
1,454,666 O
, O
rohe O
Eisenplatten O
und O
-Bleche O
195,833 O
, O
Eisendraht O
542,788 O
, O
ganz O
grobe O
Eisengußwaaren O
90,096 O
, O
Eisenbahnachsen O
und O
Eisenbahnrader O
107,531 O
, O
Röhren O
aus O
schmiedbarem O
Eisen O
88,143 O
, O
Drahtstifte O
82,739 O
, O
andere O
grobe O
Eisenwaaren O
